179
Lecture,TR,1555,1710
37719,CSCE 313,510,INTRO TO COMPUTER SYSTEM
2
Laboratory,TR,935,1025
Lecture,TR,1555,1710
12362,CSCE 314,500,PROGRAMMING LANGUAGES
1
Lecture,TR,1110,1225
23979,CSCE 314,501,PROGRAMMING LANGUAGES
1
Lecture,TR,1245,1400
27361,CSCE 314,502,PROGRAMMING LANGUAGES
1
Lecture,MWF,1130,1220
38223,CSCE 314,503,PROGRAMMING LANGUAGES
1
Lecture,MWF,1240,1330
37744,CSCE 315,900,PROGRAMMING STUDIO
2
Lecture,TR,935,1050
Laboratory,TR,1730,1820
37745,CSCE 315,901,PROGRAMMING STUDIO
2
Lecture,TR,935,1050
Laboratory,TR,1555,1645
37746,CSCE 315,902,PROGRAMMING STUDIO
2
Lecture,TR,935,1050
Laboratory,TR,1435,1525
37747,CSCE 315,903,PROGRAMMING STUDIO
2
Lecture,TR,935,1050
Laboratory,TR,1840,1930
37748,CSCE 315,904,PROGRAMMING STUDIO
2
Lecture,TR,1110,1225
Laboratory,TR,1840,1930
37749,CSCE 315,905,PROGRAMMING STUDIO
2
Lecture,TR,1110,1225
Laboratory,TR,1730,1820
37750,CSCE 315,906,PROGRAMMING STUDIO
2
Lecture,TR,1110,1225
Laboratory,TR,1555,1645
37751,CSCE 315,907,PROGRAMMING STUDIO
2
Lecture,TR,1110,1225
Laboratory,TR,1840,1930
37752,CSCE 315,908,PROGRAMMING STUDIO
2
Lecture,MWF,800,850
Laboratory,TR,1135,1225
38224,CSCE 315,909,PROGRAMMING STUDIO
2
Lecture,MWF,800,850
Laboratory,TR,1245,1335
38225,CSCE 315,910,PROGRAMMING STUDIO
2
Lecture,MWF,800,850
Laboratory,TR,1435,1525
37728,CSCE 402,500,LAW & POLICY CYBERSECURITY
1
Lecture,F,1400,1630
39418,CSCE 410,200,HNR-OPERATING SYSTEMS
1
Lecture,MWF,800,850
27362,CSCE 410,500,OPERATING SYSTEMS
1
Lecture,MWF,800,850
12370,CSCE 411,500,DESIGN ANALY ALGORITHMS
1
Lecture,MWF,1350,1440
23995,CSCE 411,501,DESIGN ANALY ALGORITHMS
1
Lecture,TR,1110,1225
12371,CSCE 420,500,ARTIFICIAL INTELLIGENCE
1
Lecture,TR,1555,1710
39394,CSCE 421,200,HNR-MACHINE LEARNING
1
Lecture,MW,1745,1900
37723,CSCE 421,500,MACHINE LEARNING
1
Lecture,MW,1745,1900
38226,CSCE 421,501,MACHINE LEARNING
1
Lecture,MWF,1240,1330
39352,CSCE 430,200,HNR-PROB SOLVING PROG STRATEG
3
Lecture,MW,1500,1550
Lecture,F,1500,1550
Laboratory,F,1551,1730
37724,CSCE 430,500,PROBLM SOLVING PROG STRATEGIES
3
Lecture,MW,1500,1550
Lecture,F,1500,1550
Laboratory,F,1551,1730
37725,CSCE 431,500,SOFTWARE ENGINEERING
2
Lecture,TR,935,1050
Laboratory,TR,1135,1225
12372,CSCE 431,501,SOFTWARE ENGINEERING
2
Lecture,TR,935,1050
Laboratory,TR,1245,1335
39395,CSCE 431,502,SOFTWARE ENGINEERING
2
Lecture,TR,800,915
Laboratory,F,910,1050
39397,CSCE 431,503,SOFTWARE ENGINEERING
2
Lecture,TR,800,915
Laboratory,F,1240,1420
15330,CSCE 433,500,FORMAL LANGUAGES AUTOM
1
Lecture,MWF,1350,1440
38149,CSCE 435,500,PARALLEL COMPUTING
1
Lecture,MWF,1130,1220
39364,CSCE 436,200,HNR-COMP HUMAN INTERACTION
1
Lecture,W,1610,1850
27366,CSCE 436,500,COMP HUMAN INTERACTION
1
Lecture,W,1610,1850
32024,CSCE 438,201,HNR-DIST OBJECTS PROGRAMMING
1
Lecture,TR,1110,1225
17008,CSCE 438,500,DISTRIBUTED SYSTEMS
1
Lecture,TR,1110,1225
31985,CSCE 441,200,HNR-COMPUTER GRAPHICS
1
Lecture,MW,1610,1725
12374,CSCE 441,500,COMPUTER GRAPHICS
1
Lecture,MW,1610,1725
39971,CSCE 442,200,HNR-SCIENTIFIC PROGRAMMING
1
Lecture,MW,1240,1355
39146,CSCE 443,501,GAME DEVELOPMENT
2
Lecture,TR,1110,1200
Laboratory,TR,1201,1250
39423,CSCE 445,200,HNR- COMPUTERS AND NEW MEDIA
1
Lecture,MWF,910,1000
19179,CSCE 445,500,COMPUTERS AND NEW MEDIA
1
Lecture,MWF,910,1000
29854,CSCE 451,200,HNR-SOFTWRE REVERSE ENGINEERNG
2
Lecture,MW,1130,1220
Laboratory,F,1340,1540
27369,CSCE 451,500,SOFTWARE REVERSE ENGINEERING
2
Lecture,MW,1130,1220
Laboratory,F,1340,1540
12375,CSCE 462,501,MICROCOMPUTER SYSTEMS
2
Lecture,MW,1500,1550
Laboratory,F,900,1045
37929,CSCE 462,502,MICROCOMPUTER SYSTEMS
2
Lecture,MW,1500,1550
Laboratory,F,1130,1315
39363,CSCE 465,201,HNR-COMP & NET SECURITY
1
Lecture,TR,1245,1400
29436,CSCE 465,500,COMP & NET SECURITY
1
Lecture,TR,1730,1845
36737,CSCE 465,501,COMP & NET SECURITY
1
Lecture,TR,1245,1400
23996,CSCE 470,500,INFO STORAGE & RETRIEVAL
1
Lecture,MWF,1130,1220
39893,CSCE 477,500,CYBERSECURITY RISK
1
Lecture,F,1700,1930
31968,CSCE 481,500,SEMINAR
1
Seminar,T,1420,1535
32826,CSCE 481,501,SEMINAR
1
Seminar,R,1420,1535
37720,CSCE 482,930,SR CAPSTONE DESIGN
2
Lecture,MW,900,925
Laboratory,MW,930,1200
37075,CSCE 482,931,SR CAPSTONE DESIGN
2
Lecture,MW,1115,1140
Laboratory,MW,1145,1415
37076,CSCE 482,932,SR CAPSTONE DESIGN
2
Lecture,TR,800,825
Laboratory,TR,830,1100
37077,CSCE 482,933,SR CAPSTONE DESIGN
2
Lecture,MW,900,925
Laboratory,MW,930,1200
37078,CSCE 482,934,SR CAPSTONE DESIGN
2
Lecture,TR,1400,1425
Laboratory,TR,1430,1700
40163,CSCE 482,935,SR CAPSTONE DESIGN
2
Lecture,MW,1115,1140
Laboratory,MW,1145,1415
40535,CSCE 482,971,HNR-SR CAPSTONE DESIGN
2
Lecture,TR,800,825
Laboratory,TR,830,1100
37079,CSCE 483,931,COMPUTER SYS DESIGN
2
Lecture,TR,800,825
Laboratory,TR,830,1100
37080,CSCE 483,932,COMPUTER SYS DESIGN
2
Lecture,TR,1300,1325
Laboratory,TR,1330,1600
39030,CSCE 489,500,SPTP: COMPUTATIONAL PHOTGRPHY
1
Lecture,MWF,1020,1110
39402,CSCE 489,501,SPTP: ACCESSIBLE COMPUTING
1
Lecture,MW,1610,1725
39407,CSCE 489,502,SPTP: SOFTWARE SECURITY
1
Lecture,TR,1245,1400
39412,CSCE 489,503,SPTP: SECURITY EMBEDDED SYS
1
Lecture,TR,800,915
39413,CSCE 489,504,SPTP: SFTWR ENGR FOR SCIENTIST
1
Lecture,MWF,1240,1330
20935,CSCE 606,600,SOFTWARE ENGINEERING
1
Lecture,TR,1730,1845
32814,CSCE 611,600,OPERATING SYSTEMS & APPL
1
Lecture,MWF,1240,1330
34504,CSCE 613,601,OPERATING SYSTEMS
1
Lecture,TR,935,1050
34505,CSCE 614,601,COMPUTER ARCHITECTURE
1
Lecture,TR,1555,1710
19180,CSCE 625,600,ARTIFICIAL INTELLIGNCE
1
Lecture,TR,1420,1535
15331,CSCE 627,600,TH OF COMPUTABILITY
1
Lecture,MWF,1350,1440
12365,CSCE 629,600,ANALYSIS OF ALGORITHMS
1
Lecture,MWF,1350,1440
19444,CSCE 629,601,ANALYSIS OF ALGORITHMS
1
Lecture,MWF,1020,1110
12367,CSCE 633,600,MACHINE LEARNING
1
Lecture,MWF,1240,1330
34532,CSCE 633,601,MACHINE LEARNING
1
Lecture,MWF,1240,1330
38232,CSCE 635,600,AI ROBOTICS
1
Lecture,TR,1110,1225
34508,CSCE 636,601,DEEP LEARNING
1
Lecture,TR,800,915
39168,CSCE 647,600,IMAGE SYNTHESIS
2
Lecture,MW,1020,1135
Laboratory,MW,1136,1225
34516,CSCE 652,601,SOFTWARE REVERSE ENGINEERING
2
Lecture,MW,1130,1220
Laboratory,F,1340,1540
38240,CSCE 658,600,RANDOMIZED ALGORITHMS
1
Lecture,MWF,1130,1220
37742,CSCE 662,600,DIST PROCESSING SYSTEM
1
Lecture,TR,1245,1400
30874,CSCE 665,600,ADV NETWORK & SECURITY
1
Lecture,TR,1110,1225
37743,CSCE 666,600,PATTERN ANALYSIS
1
Lecture,MWF,1500,1550
12369,CSCE 670,600,INFO STORAGE & RETRIEVAL
1
Lecture,MWF,1130,1220
39249,CSCE 671,600,COMP-HUMAN INTERACTION
1
Lecture,MW,1745,1900
36285,CSCE 678,600,DISTRIBUTED SYS & CLOUD COMP
1
Lecture,MWF,910,1000
12644,CSCE 681,600,SEMINAR
1
Seminar,MW,1610,1725
39151,CSCE 689,600,SPTP: COMP PHOTOGRAPHY
1
Lecture,MWF,1020,1110
39792,CSCE 689,601,SPTP: SFTWR ENG FOR SCI/ENG
1
Lecture,MWF,1240,1330
39794,CSCE 689,603,SPTP: REINFORCEMENT LEARNING
1
Lecture,TR,1555,1710
39820,CSCE 689,605,SPTP: ADV TOPICS DEEP LEARNING
1
Lecture,TR,935,1050
39821,CSCE 689,606,SPTP: PARALLEL COMPUTING
1
Lecture,MWF,1130,1220
35517,CSCE 702,600,LAW & POLICY IN CYBERSECURITY
1
Lecture,F,1400,1630
39896,CSCE 703,600,CYBERSECURITY RISK
1
Lecture,F,1700,1930
39246,CSCE 713,600,SOFTWARE SECURITY
1
Lecture,TR,1245,1400
